Scenario,Environment,Interference,Time,True_X,True_Y,True_Z,Est_X,Est_Y,Est_Z,Error
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,0.0,0.000,0.000,100.000,17.312,1.432,99.487,17.379
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,1.0,19.999,0.200,100.000,30.715,1.260,99.341,10.789
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,2.0,39.989,0.800,100.000,45.395,-0.086,99.390,5.512
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,3.0,59.964,1.799,100.000,60.284,0.541,98.795,1.772
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,4.0,79.915,3.198,100.000,77.661,0.298,100.791,3.757
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,5.0,99.833,4.996,100.000,97.256,1.529,100.877,4.408
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,6.0,119.712,7.191,100.000,116.162,3.831,99.309,4.937
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,7.0,139.543,9.784,100.000,137.606,5.736,99.362,4.533
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,8.0,159.318,12.773,100.000,156.397,8.690,98.965,5.126
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,9.0,179.030,16.156,100.000,176.261,11.776,98.179,5.493
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,10.0,198.669,19.933,100.000,196.321,16.609,99.156,4.157
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,11.0,218.230,24.103,100.000,216.338,20.049,99.342,4.522
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,12.0,237.703,28.662,100.000,235.849,24.335,98.625,4.904
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,13.0,257.081,33.610,100.000,255.653,28.041,99.196,5.805
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,14.0,276.356,38.945,100.000,275.514,32.459,98.420,6.728
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,15.0,295.520,44.664,100.000,295.406,38.418,98.238,6.491
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,16.0,314.567,50.765,100.000,315.070,44.684,97.498,6.594
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,17.0,333.487,57.245,100.000,334.121,52.185,97.335,5.754
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,18.0,352.274,64.103,100.000,352.488,58.908,97.614,5.721
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,19.0,370.920,71.335,100.000,369.759,66.929,99.277,4.614
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,20.0,389.418,78.939,100.000,388.093,74.523,98.447,4.865
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,21.0,407.760,86.911,100.000,407.168,82.933,98.646,4.244
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,22.0,425.939,95.248,100.000,425.501,91.394,97.856,4.432
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,23.0,443.948,103.948,100.000,443.613,99.185,97.195,5.537
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,24.0,461.779,113.005,100.000,461.723,109.162,97.805,4.426
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,25.0,479.426,122.417,100.000,480.358,119.303,99.472,3.293
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,26.0,496.880,132.181,100.000,498.234,128.392,99.706,4.034
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,27.0,514.136,142.291,100.000,515.543,137.947,98.908,4.695
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,28.0,531.186,152.745,100.000,532.460,148.294,98.651,4.823
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,29.0,548.024,163.537,100.000,549.455,159.740,98.186,4.445
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,30.0,564.642,174.664,100.000,566.679,169.964,98.771,5.268
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,31.0,581.035,186.122,100.000,582.607,181.910,98.790,4.655
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,32.0,597.195,197.904,100.000,599.140,194.059,99.286,4.367
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,33.0,613.117,210.008,100.000,614.719,206.289,99.156,4.137
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,34.0,628.793,222.427,100.000,629.455,218.534,98.844,4.115
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,35.0,644.218,235.158,100.000,645.756,231.157,97.435,4.995
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,36.0,659.385,248.194,100.000,660.981,244.471,98.515,4.315
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,37.0,674.288,261.531,100.000,676.944,257.730,98.545,4.860
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,38.0,688.921,275.164,100.000,690.464,272.050,98.854,3.660
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,39.0,703.279,289.086,100.000,705.571,286.840,99.841,3.213
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,40.0,717.356,303.293,100.000,719.716,300.913,100.223,3.359
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,41.0,731.146,317.779,100.000,732.578,315.155,100.040,2.989
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,42.0,744.643,332.537,100.000,745.068,328.908,99.143,3.754
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,43.0,757.843,347.563,100.000,759.158,344.501,99.644,3.351
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,44.0,770.739,362.849,100.000,772.376,360.331,99.569,3.035
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,45.0,783.327,378.390,100.000,784.767,375.948,98.755,3.097
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,46.0,795.602,394.180,100.000,796.298,391.009,99.074,3.376
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,47.0,807.558,410.212,100.000,808.923,407.684,99.819,2.879
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,48.0,819.192,426.480,100.000,820.116,424.849,99.619,1.913
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,49.0,830.497,442.977,100.000,831.706,441.698,100.159,1.767
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,50.0,841.471,459.698,100.000,844.263,458.504,100.864,3.157
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,51.0,852.108,476.634,100.000,854.540,474.945,100.542,3.010
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,52.0,862.404,493.780,100.000,865.449,491.562,99.711,3.778
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,53.0,872.355,511.128,100.000,876.202,509.193,99.532,4.331
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,54.0,881.958,528.672,100.000,885.349,525.674,98.558,4.751
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,55.0,891.207,546.404,100.000,894.923,544.043,97.795,4.923
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,56.0,900.100,564.318,100.000,903.427,561.707,97.400,4.964
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,57.0,908.633,582.405,100.000,911.847,579.500,97.914,4.809
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,58.0,916.803,600.660,100.000,920.391,597.849,97.761,5.078
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,59.0,924.606,619.075,100.000,928.174,617.702,98.286,4.190
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,60.0,932.039,637.642,100.000,936.154,636.468,98.350,4.586
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,61.0,939.099,656.354,100.000,942.689,654.424,99.117,4.170
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,62.0,945.784,675.204,100.000,948.864,673.358,98.347,3.953
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,63.0,952.090,694.183,100.000,954.944,692.290,99.725,3.436
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,64.0,958.016,713.285,100.000,960.179,710.856,99.165,3.358
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,65.0,963.558,732.501,100.000,965.921,731.626,99.924,2.521
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,66.0,968.715,751.825,100.000,971.222,749.860,100.105,3.187
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,67.0,973.485,771.247,100.000,975.808,769.683,100.486,2.843
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,68.0,977.865,790.761,100.000,979.581,789.747,100.338,2.022
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,69.0,981.854,810.359,100.000,983.532,810.012,100.269,1.735
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,70.0,985.450,830.033,100.000,987.240,829.723,98.706,2.231
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,71.0,988.652,849.775,100.000,991.038,849.310,98.918,2.661
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,72.0,991.458,869.576,100.000,994.436,869.256,98.223,3.482
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,73.0,993.868,889.430,100.000,996.576,888.816,99.472,2.826
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,74.0,995.881,909.328,100.000,998.275,908.977,98.277,2.970
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,75.0,997.495,929.263,100.000,1000.111,929.172,98.737,2.906
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,76.0,998.710,949.226,100.000,1001.758,949.947,97.627,3.930
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,77.0,999.526,969.209,100.000,1003.097,969.816,97.653,4.316
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,78.0,999.942,989.204,100.000,1004.154,989.974,98.520,4.531
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,79.0,999.958,1009.204,100.000,1003.658,1009.913,98.875,3.932
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,80.0,999.574,1029.200,100.000,1003.637,1028.771,99.081,4.188
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,81.0,998.790,1049.184,100.000,1002.331,1049.131,99.315,3.608
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,82.0,997.606,1069.148,100.000,1001.282,1069.630,98.879,3.873
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,83.0,996.024,1089.085,100.000,998.931,1089.900,99.672,3.037
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,84.0,994.043,1108.987,100.000,998.673,1110.108,100.443,4.785
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,85.0,991.665,1128.844,100.000,995.933,1129.922,100.766,4.469
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,86.0,988.890,1148.651,100.000,993.143,1150.346,101.509,4.821
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,87.0,985.719,1168.397,100.000,989.112,1170.344,101.119,4.069
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,88.0,982.154,1188.077,100.000,985.567,1188.982,100.772,3.614
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,89.0,978.197,1207.681,100.000,982.006,1209.297,101.213,4.312
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,90.0,973.848,1227.202,100.000,977.242,1228.942,100.780,3.893
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,91.0,969.109,1246.632,100.000,973.105,1248.094,100.410,4.275
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,92.0,963.983,1265.964,100.000,967.899,1267.068,99.883,4.070
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,93.0,958.471,1285.189,100.000,962.000,1284.889,99.834,3.545
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,94.0,952.576,1304.300,100.000,955.754,1304.017,99.912,3.192
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,95.0,946.300,1323.290,100.000,950.354,1323.425,100.545,4.092
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,96.0,939.645,1342.150,100.000,942.993,1342.278,100.518,3.390
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,97.0,932.615,1360.873,100.000,934.755,1361.825,100.941,2.525
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,98.0,925.212,1379.452,100.000,927.280,1381.564,100.261,2.968
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,99.0,917.438,1397.879,100.000,919.170,1399.145,99.671,2.171
OPEN_AREA_NORMAL,OPEN_AREA,NORMAL,100.0,909.297,1416.147,100.000,910.489,1416.768,99.424,1.462
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,0.0,0.000,0.000,100.000,26.792,0.211,99.365,26.801
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,1.0,19.999,0.200,100.000,43.016,0.553,98.580,23.064
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,2.0,39.989,0.800,100.000,58.953,-0.159,98.435,19.052
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,3.0,59.964,1.799,100.000,73.528,1.204,98.921,13.620
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,4.0,79.915,3.198,100.000,89.525,4.363,97.863,9.914
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,5.0,99.833,4.996,100.000,104.446,4.877,97.894,5.072
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,6.0,119.712,7.191,100.000,121.616,7.105,99.591,1.949
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,7.0,139.543,9.784,100.000,142.681,9.168,101.193,3.413
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,8.0,159.318,12.773,100.000,160.353,9.507,101.523,3.749
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,9.0,179.030,16.156,100.000,178.250,12.864,101.351,3.643
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,10.0,198.669,19.933,100.000,195.216,14.568,99.313,6.418
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,11.0,218.230,24.103,100.000,213.094,15.827,99.459,9.754
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,12.0,237.703,28.662,100.000,232.657,17.025,99.594,12.691
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,13.0,257.081,33.610,100.000,253.399,22.056,101.312,12.197
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,14.0,276.356,38.945,100.000,272.965,27.869,100.009,11.583
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,15.0,295.520,44.664,100.000,292.205,35.054,99.036,10.211
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,16.0,314.567,50.765,100.000,311.035,40.072,100.250,11.264
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,17.0,333.487,57.245,100.000,329.585,45.979,99.176,11.951
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,18.0,352.274,64.103,100.000,350.406,52.258,99.080,12.026
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,19.0,370.920,71.335,100.000,371.932,59.428,98.716,12.019
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,20.0,389.418,78.939,100.000,389.091,68.980,99.161,10.000
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,21.0,407.760,86.911,100.000,408.247,77.080,98.440,9.966
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,22.0,425.939,95.248,100.000,427.084,85.424,99.308,9.915
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,23.0,443.948,103.948,100.000,445.906,93.228,98.999,10.943
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,24.0,461.779,113.005,100.000,463.492,103.864,100.941,9.347
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,25.0,479.426,122.417,100.000,482.929,111.346,99.902,11.613
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,26.0,496.880,132.181,100.000,499.624,121.178,99.019,11.382
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,27.0,514.136,142.291,100.000,517.057,132.575,98.978,10.198
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,28.0,531.186,152.745,100.000,534.807,142.131,99.310,11.235
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,29.0,548.024,163.537,100.000,550.611,152.499,98.625,11.421
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,30.0,564.642,174.664,100.000,567.229,163.452,97.187,11.846
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,31.0,581.035,186.122,100.000,581.911,175.943,97.196,10.594
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,32.0,597.195,197.904,100.000,597.829,191.323,96.471,7.495
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,33.0,613.117,210.008,100.000,613.085,202.857,98.251,7.362
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,34.0,628.793,222.427,100.000,629.288,214.775,96.310,8.510
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,35.0,644.218,235.158,100.000,645.042,226.688,96.337,9.264
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,36.0,659.385,248.194,100.000,660.953,239.457,96.347,9.600
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,37.0,674.288,261.531,100.000,676.219,252.342,96.830,9.911
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,38.0,688.921,275.164,100.000,691.780,267.240,98.030,8.652
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,39.0,703.279,289.086,100.000,706.977,282.558,97.226,7.999
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,40.0,717.356,303.293,100.000,722.017,296.976,98.314,8.030
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,41.0,731.146,317.779,100.000,737.320,311.661,97.795,8.968
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,42.0,744.643,332.537,100.000,751.746,326.782,98.372,9.285
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,43.0,757.843,347.563,100.000,765.255,342.066,97.542,9.550
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,44.0,770.739,362.849,100.000,777.018,359.716,99.742,7.022
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,45.0,783.327,378.390,100.000,789.934,374.345,100.345,7.755
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,46.0,795.602,394.180,100.000,801.396,389.124,102.160,7.987
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,47.0,807.558,410.212,100.000,812.840,405.680,103.019,7.586
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,48.0,819.192,426.480,100.000,825.982,422.766,103.663,8.563
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,49.0,830.497,442.977,100.000,838.854,441.468,103.298,9.110
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,50.0,841.471,459.698,100.000,848.564,458.482,102.631,7.662
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,51.0,852.108,476.634,100.000,858.168,473.911,100.770,6.688
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,52.0,862.404,493.780,100.000,868.061,490.130,100.664,6.765
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,53.0,872.355,511.128,100.000,879.036,507.955,98.603,7.526
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,54.0,881.958,528.672,100.000,889.511,523.833,97.632,9.277
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,55.0,891.207,546.404,100.000,899.675,541.231,100.522,9.937
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,56.0,900.100,564.318,100.000,911.342,560.531,101.013,11.906
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,57.0,908.633,582.405,100.000,919.126,577.535,101.378,11.650
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,58.0,916.803,600.660,100.000,926.980,597.228,100.438,10.750
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,59.0,924.606,619.075,100.000,933.148,615.997,100.715,9.108
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,60.0,932.039,637.642,100.000,941.307,632.821,100.593,10.464
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,61.0,939.099,656.354,100.000,949.280,652.182,100.898,11.039
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,62.0,945.784,675.204,100.000,954.426,670.979,100.102,9.619
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,63.0,952.090,694.183,100.000,961.463,687.997,99.670,11.235
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,64.0,958.016,713.285,100.000,967.106,708.060,98.241,10.631
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,65.0,963.558,732.501,100.000,972.576,725.556,98.145,11.533
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,66.0,968.715,751.825,100.000,979.001,743.831,99.076,13.060
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,67.0,973.485,771.247,100.000,982.928,763.914,99.429,11.970
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,68.0,977.865,790.761,100.000,985.542,783.844,99.923,10.335
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,69.0,981.854,810.359,100.000,989.531,804.001,97.973,10.173
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,70.0,985.450,830.033,100.000,995.259,825.044,97.036,11.398
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,71.0,988.652,849.775,100.000,997.133,846.613,96.998,9.536
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,72.0,991.458,869.576,100.000,999.069,866.716,98.750,8.226
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,73.0,993.868,889.430,100.000,1002.293,888.219,99.465,8.529
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,74.0,995.881,909.328,100.000,1006.689,908.180,99.457,10.883
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,75.0,997.495,929.263,100.000,1007.022,928.939,101.090,9.595
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,76.0,998.710,949.226,100.000,1007.168,946.189,101.028,9.045
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,77.0,999.526,969.209,100.000,1009.125,968.554,100.032,9.621
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,78.0,999.942,989.204,100.000,1006.076,988.895,100.233,6.146
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,79.0,999.958,1009.204,100.000,1006.678,1006.589,101.185,7.307
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,80.0,999.574,1029.200,100.000,1006.186,1027.143,100.285,6.931
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,81.0,998.790,1049.184,100.000,1005.289,1047.117,101.166,6.919
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,82.0,997.606,1069.148,100.000,1004.553,1067.432,101.197,7.255
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,83.0,996.024,1089.085,100.000,1004.430,1085.494,100.318,9.147
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,84.0,994.043,1108.987,100.000,1002.501,1103.836,99.139,9.940
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,85.0,991.665,1128.844,100.000,999.397,1125.744,98.444,8.475
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,86.0,988.890,1148.651,100.000,997.368,1145.835,98.065,9.141
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,87.0,985.719,1168.397,100.000,996.097,1169.255,97.952,10.612
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,88.0,982.154,1188.077,100.000,993.263,1187.833,98.196,11.257
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,89.0,978.197,1207.681,100.000,989.048,1207.374,97.581,11.122
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,90.0,973.848,1227.202,100.000,987.519,1227.174,98.041,13.811
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,91.0,969.109,1246.632,100.000,980.920,1245.281,96.472,12.400
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,92.0,963.983,1265.964,100.000,974.747,1264.746,95.351,11.788
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,93.0,958.471,1285.189,100.000,968.857,1286.382,98.095,10.626
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,94.0,952.576,1304.300,100.000,960.380,1307.657,100.292,8.501
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,95.0,946.300,1323.290,100.000,953.283,1327.776,99.663,8.307
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,96.0,939.645,1342.150,100.000,947.674,1347.363,97.989,9.782
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,97.0,932.615,1360.873,100.000,940.896,1366.596,98.098,10.244
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,98.0,925.212,1379.452,100.000,932.560,1383.776,99.453,8.544
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,99.0,917.438,1397.879,100.000,926.855,1401.875,98.876,10.291
MOUNTAIN_NORMAL,MOUNTAIN,NORMAL,100.0,909.297,1416.147,100.000,917.778,1419.285,99.605,9.051
TUNNEL_NORMAL,TUNNEL,NORMAL,0.0,0.000,0.000,100.000,28.595,0.236,100.129,28.596
TUNNEL_NORMAL,TUNNEL,NORMAL,1.0,19.999,0.200,100.000,47.194,0.803,100.392,27.205
TUNNEL_NORMAL,TUNNEL,NORMAL,2.0,39.989,0.800,100.000,65.964,1.871,99.896,25.997
TUNNEL_NORMAL,TUNNEL,NORMAL,3.0,59.964,1.799,100.000,83.399,2.710,99.158,23.468
TUNNEL_NORMAL,TUNNEL,NORMAL,4.0,79.915,3.198,100.000,100.636,3.188,100.863,20.740
TUNNEL_NORMAL,TUNNEL,NORMAL,5.0,99.833,4.996,100.000,116.702,2.788,100.418,17.018
TUNNEL_NORMAL,TUNNEL,NORMAL,6.0,119.712,7.191,100.000,132.508,2.940,100.316,13.487
TUNNEL_NORMAL,TUNNEL,NORMAL,7.0,139.543,9.784,100.000,148.056,4.858,98.813,9.906
TUNNEL_NORMAL,TUNNEL,NORMAL,8.0,159.318,12.773,100.000,163.627,4.300,97.035,9.957
TUNNEL_NORMAL,TUNNEL,NORMAL,9.0,179.030,16.156,100.000,181.594,8.114,95.115,9.753
TUNNEL_NORMAL,TUNNEL,NORMAL,10.0,198.669,19.933,100.000,196.701,10.596,95.034,10.757
TUNNEL_NORMAL,TUNNEL,NORMAL,11.0,218.230,24.103,100.000,213.470,13.862,94.449,12.583
TUNNEL_NORMAL,TUNNEL,NORMAL,12.0,237.703,28.662,100.000,231.357,18.411,93.461,13.715
TUNNEL_NORMAL,TUNNEL,NORMAL,13.0,257.081,33.610,100.000,249.725,20.629,93.287,16.361
TUNNEL_NORMAL,TUNNEL,NORMAL,14.0,276.356,38.945,100.000,269.385,25.225,92.369,17.177
TUNNEL_NORMAL,TUNNEL,NORMAL,15.0,295.520,44.664,100.000,287.121,27.675,91.162,20.911
TUNNEL_NORMAL,TUNNEL,NORMAL,16.0,314.567,50.765,100.000,308.595,34.025,92.178,19.418
TUNNEL_NORMAL,TUNNEL,NORMAL,17.0,333.487,57.245,100.000,328.636,42.960,92.885,16.681
TUNNEL_NORMAL,TUNNEL,NORMAL,18.0,352.274,64.103,100.000,346.228,48.683,91.173,18.769
TUNNEL_NORMAL,TUNNEL,NORMAL,19.0,370.920,71.335,100.000,363.971,55.625,93.007,18.547
TUNNEL_NORMAL,TUNNEL,NORMAL,20.0,389.418,78.939,100.000,380.623,63.738,92.105,19.255
TUNNEL_NORMAL,TUNNEL,NORMAL,21.0,407.760,86.911,100.000,401.940,68.751,91.029,21.074
